Age,Gender,Annual Income,Spending Score,Potensial
62,0,164,56,0
53,1,26,97,0
86,0,102,81,0
53,1,161,64,0
52,0,141,9,0
64,0,134,95,0
56,0,155,84,0
23,1,141,14,0
36,0,173,88,0
65,0,135,24,0
69,1,32,66,0
80,1,36,34,0
23,1,94,17,0
74,1,112,37,0
49,0,51,87,0
20,1,23,75,1
32,0,142,78,0
46,0,164,90,0
35,1,175,24,0
65,1,174,73,0
84,0,102,27,0
46,1,53,79,0
80,0,120,86,0
65,1,136,59,0
20,1,192,8,0
44,1,93,25,0
28,0,50,58,0
36,1,161,59,0
39,1,195,72,0
52,0,194,23,0
20,0,165,23,0
32,0,182,44,0
47,0,32,59,1
55,0,144,58,0
82,1,155,50,0
28,1,82,22,1
58,1,110,34,0
19,1,148,16,0
90,0,89,10,0
82,1,103,67,0
77,0,38,31,0
60,1,111,65,0
66,1,33,47,1
53,0,139,7,0
65,1,103,20,0
39,1,111,59,0
31,0,144,81,0
45,1,103,96,0
86,0,87,9,0
55,0,45,70,0
89,1,76,7,0
33,1,191,77,0
69,0,166,53,0
74,0,58,74,0
47,0,45,20,0
68,0,96,91,0
21,0,184,38,0
78,1,107,27,0
54,0,191,50,0
72,1,59,90,0
66,0,143,66,0
41,1,196,100,0
87,0,42,73,0
47,0,51,78,0
42,0,57,32,0
47,0,57,99,0
45,0,100,80,0
42,0,129,40,0
41,0,60,72,0
42,1,33,89,1
70,0,193,8,0
46,1,121,41,1
46,0,117,36,0
64,1,26,12,1
18,1,58,37,0
31,0,37,68,0
75,1,104,59,0
30,1,159,95,0
35,1,164,79,0
76,0,137,4,0
31,0,21,100,0
77,0,117,74,0
35,1,27,44,0
81,0,155,72,0
48,1,162,54,0
45,0,42,66,0
56,0,160,26,0
59,0,61,96,0
70,1,146,84,0
40,0,82,42,0
69,1,116,41,0
33,1,98,43,0
24,1,104,60,0
53,0,130,87,0
40,1,125,96,0
80,0,180,72,0
39,0,23,18,1
75,0,121,42,0
30,1,110,22,0
23,1,57,2,0
35,0,68,52,0
51,0,82,65,0
49,0,187,76,0
81,1,197,55,0
62,1,49,98,0
39,1,91,97,0
38,1,59,21,0
89,1,177,81,0
33,0,169,13,0
37,0,25,67,0
72,1,89,67,0
36,0,104,24,0
21,1,74,54,1
55,1,171,92,0
65,0,179,33,0
39,0,78,46,1
83,1,87,74,0
60,0,97,100,0
30,1,169,84,0
24,1,176,90,0
85,0,148,25,0
72,1,196,30,0
78,1,41,44,0
20,0,82,30,0
27,0,155,32,0
25,1,31,34,0
84,1,191,63,0
61,1,174,29,0
66,1,109,51,1
69,0,83,13,0
67,0,146,95,0
22,1,169,43,0
34,0,169,8,0
60,0,87,63,0
61,1,47,89,0
87,0,109,7,0
60,1,176,100,0
46,0,141,85,0
46,1,39,98,0
84,0,184,13,0
85,0,98,45,0
84,0,104,10,0
44,1,21,14,1
28,0,51,82,0
66,1,123,84,1
64,1,89,91,0
79,1,169,77,0
65,1,155,16,0
69,1,29,2,0
68,0,115,95,0
89,0,170,90,0
65,0,106,29,0
50,1,195,21,0
88,0,97,85,0
45,1,68,53,1
88,0,88,23,0
78,1,110,55,0
70,0,88,88,0
77,1,46,37,0
26,0,179,45,0
19,1,61,10,0
65,0,147,21,0
29,1,50,54,0
82,0,169,72,0
54,0,125,100,0
61,1,33,16,1
44,1,166,4,0
79,1,121,90,0
70,0,85,43,0
61,0,179,36,0
47,0,177,97,0
27,1,60,31,0
78,0,31,36,0
19,1,190,8,0
89,0,51,85,0
33,1,147,7,0
80,1,32,26,0
67,0,75,61,0
50,0,163,13,0
90,1,59,73,0
85,0,108,63,0
33,0,52,46,0
51,1,81,75,0
23,1,143,37,0
39,0,40,43,0
33,0,165,65,0
32,0,35,58,0
55,0,136,20,0
37,1,135,42,0
45,1,162,47,0
88,1,128,10,0
26,1,154,91,0
80,0,123,99,0
44,0,56,55,0
32,1,48,35,0
33,1,22,43,0
86,0,117,19,0
54,1,101,17,0
63,0,75,95,0
88,1,185,32,0
18,1,116,92,0
37,1,91,2,0
32,1,104,71,0
56,1,87,32,0
35,1,52,36,0
21,0,126,65,0
70,1,185,50,0
30,0,25,67,0
65,1,136,5,0
82,0,105,36,0
21,1,192,73,0
52,0,122,1,0
61,1,142,46,0
29,0,117,32,0
53,1,105,76,0
42,1,73,56,1
55,0,99,62,0
53,1,125,82,1
83,1,113,79,0
57,1,34,20,0
53,1,173,10,0
65,1,118,52,1
88,1,144,66,0
27,1,180,35,0
73,0,90,31,0
67,1,72,13,1
42,1,34,33,0
67,1,64,93,0
67,1,27,62,0
26,0,82,2,0
71,0,80,10,0
33,1,180,36,0
49,0,71,50,1
50,1,172,37,0
71,1,166,94,0
30,0,177,11,0
76,1,22,12,0
79,0,29,78,0
24,1,34,67,0
90,0,182,65,0
58,0,101,10,0
56,1,197,78,0
27,0,177,53,0
37,1,41,71,0
49,1,38,33,0
67,0,120,79,1
74,0,139,20,0
24,0,90,63,0
21,1,42,44,0
35,0,109,51,0
78,1,181,1,0
30,0,104,49,0
55,1,130,39,0
68,1,55,30,0
81,1,161,64,0
63,1,23,25,1
32,1,197,83,0
61,0,173,5,0
61,0,137,27,0
63,1,104,27,0
90,0,144,96,0
30,1,58,63,0
47,1,23,65,0
21,0,49,75,0
18,0,191,91,0
80,0,96,21,0
22,1,73,52,1
32,0,149,4,0
64,0,170,44,0
72,0,138,53,0
88,0,23,68,0
41,1,190,61,0
27,0,188,21,0
29,0,129,11,0
48,1,188,14,0
33,0,127,60,0
28,0,74,2,0
37,0,105,66,0
55,0,46,33,0
74,1,148,7,0
36,1,162,37,0
87,1,71,51,0
29,0,23,35,0
42,0,112,21,1
64,0,54,51,0
59,0,59,59,0
62,1,194,37,0
59,1,143,90,0
56,0,198,37,0
57,0,193,34,0
22,1,54,86,0
78,0,60,40,0
58,0,166,100,0
20,0,52,31,0
60,0,118,12,1
36,0,27,40,0
74,0,105,90,0
42,1,97,97,0
65,1,142,52,0
57,0,35,68,0
50,1,154,47,0
40,1,151,18,0
55,1,60,61,0
45,0,35,85,1
25,1,194,29,0
68,0,144,26,0
81,0,65,5,0
47,0,142,87,0
61,0,102,53,0
44,0,23,72,1
41,0,150,69,0
80,0,179,58,0
55,1,200,55,0
28,1,159,19,0
35,0,21,3,0
45,1,94,100,0
63,0,192,9,0
63,0,74,40,0
22,0,73,24,1
70,1,200,41,0
72,0,84,79,0
80,1,79,53,0
51,0,48,100,0
35,1,197,76,0
68,0,111,68,0
50,0,22,45,1
31,1,118,50,0
70,1,195,34,0
65,1,49,83,0
65,0,39,55,1
20,0,110,48,1
22,0,118,36,0
51,0,187,45,0
30,1,189,86,0
51,1,194,39,0
51,1,41,57,0
50,1,55,92,0
38,1,170,40,0
30,1,159,91,0
37,0,105,44,0
64,1,169,37,0
18,1,158,84,0
22,0,183,65,0
26,0,136,78,0
82,0,37,45,0
60,1,46,54,0
39,0,158,48,0
70,1,174,5,0
57,1,196,48,0
61,1,95,3,0
39,1,36,27,0
44,1,166,27,0
71,0,119,31,0
51,0,121,75,1
84,1,117,82,0
70,0,183,79,0
41,0,81,95,0
62,1,195,92,0
28,0,78,14,1
35,0,98,100,0
22,1,84,8,0
26,0,46,50,0
30,1,134,60,0
28,0,31,52,1
84,1,176,50,0
51,1,192,70,0
75,1,187,61,0
68,1,189,53,0
22,0,105,66,0
29,0,29,35,0
36,1,127,57,0
18,1,168,52,0
64,0,94,18,0
18,0,187,41,0
68,0,155,28,0
75,1,29,71,0
78,0,46,2,0
56,0,136,15,0
60,1,47,83,0
89,1,183,85,0
29,0,152,42,0
18,0,156,65,0
42,0,46,39,0
43,1,36,1,0
46,1,75,52,1
87,1,168,55,0
86,1,67,25,0
41,1,46,79,0
28,1,47,10,0
68,1,79,36,0
82,1,140,20,0
50,0,84,53,0
47,0,170,72,0
33,1,104,23,0
30,0,191,15,0
80,0,53,62,0
43,0,80,18,1
66,1,99,30,0
50,0,56,31,0
42,1,196,46,0
30,0,39,93,0
48,1,117,47,1
23,0,74,42,1
38,0,117,77,1
53,1,89,35,0
74,0,51,10,0
55,1,188,64,0
72,1,156,78,0
88,1,193,11,0
64,0,131,82,1
35,0,86,86,0
22,0,95,32,0
48,0,180,98,0
83,1,128,77,0
90,0,47,77,0
35,0,42,8,0
48,0,137,95,0
42,0,23,31,0
80,1,170,26,0
68,1,44,18,0
31,1,38,99,0
20,1,61,15,1
89,1,156,17,0
19,1,76,70,0
29,0,83,8,0
84,1,177,97,0
29,0,36,9,0
63,1,173,99,0
88,0,181,69,0
42,1,122,17,1
39,1,164,66,0
58,1,47,85,0
21,1,91,35,0
63,0,187,95,0
65,1,148,38,0
32,0,24,27,0
85,0,58,25,0
56,1,86,30,0
50,1,46,36,0
76,1,41,74,0
30,1,195,28,0
54,1,88,65,0
32,1,121,1,0
85,1,70,27,0
29,1,138,67,0
75,0,179,22,0
57,0,67,86,0
37,1,28,96,0
69,0,58,9,0
56,0,147,48,0
62,0,75,85,1
88,1,87,91,0
66,0,105,36,0
41,0,65,32,0
49,1,134,84,0
39,0,83,46,0
46,1,98,17,0
68,1,28,48,1
60,0,55,68,0
35,0,128,69,0
56,0,21,49,0
23,0,191,96,0
63,0,72,52,1
62,0,108,54,1
62,0,109,81,1
21,1,169,68,0
60,0,161,65,0
87,1,174,73,0
49,1,140,21,0
24,0,97,57,0
62,1,60,23,1
31,1,97,39,0
32,0,171,34,0
66,0,80,29,0
52,0,62,92,0
41,0,42,55,0
75,1,148,95,0
88,0,122,68,0
54,0,177,72,0
71,1,136,5,0
70,0,116,58,0
78,1,66,75,0
78,0,28,72,0
62,1,46,20,0
43,0,79,5,0
70,0,56,99,0
59,0,40,29,0
31,0,78,33,0
69,0,172,99,0
18,1,62,96,0
85,1,144,3,0
52,1,129,63,0
61,1,35,25,1
31,0,75,90,0
61,0,31,23,1
42,0,103,70,0
42,0,31,48,1
65,1,91,7,0
62,0,50,6,0
79,0,67,77,0
39,1,164,87,0
37,0,159,58,0
54,1,163,27,0
74,0,150,94,0
79,1,60,72,0
46,0,84,56,0
34,1,187,65,0
78,0,186,27,0
87,1,60,3,0
47,1,184,70,0
71,0,166,59,0
74,1,82,56,0
61,0,46,89,0
34,1,42,57,0
37,1,115,13,0
88,1,184,55,0
54,1,38,98,0
72,1,34,95,0
75,0,164,79,0
81,1,133,82,0
36,1,71,36,0
24,0,21,39,0
30,1,177,67,0
45,0,25,26,1
50,1,120,90,0
74,1,94,49,0
71,1,176,81,0
46,1,70,63,0
64,0,179,28,0
54,0,40,6,0
32,1,23,3,0
68,0,152,90,0
69,0,61,18,1
51,0,158,38,0
46,1,110,20,1
63,0,159,57,0
79,1,58,64,0
61,0,37,89,0
20,1,87,4,0
79,0,158,71,0
66,0,69,68,0
52,0,156,16,0
38,0,111,68,0
49,0,54,6,0
39,0,190,93,0
57,1,49,17,0
81,1,33,83,0
45,0,98,36,0
41,1,96,6,0
34,0,69,51,0
64,0,191,17,0
67,0,79,5,0
71,0,104,23,0
27,0,85,51,0
47,0,118,17,1
63,0,190,63,0
27,0,100,80,0
31,1,184,1,0
90,0,139,73,0
89,1,121,81,0
73,1,50,25,0
58,1,99,59,0
74,0,168,84,0
54,1,140,42,0
84,0,187,82,0
81,1,56,29,0
57,0,33,90,0
19,1,112,26,0
90,1,62,15,0
26,0,77,56,1
76,0,94,9,0
32,1,66,48,0
45,0,50,26,0
24,1,96,9,0
75,0,151,87,0
53,0,189,55,0
57,0,197,14,0
38,1,190,59,0
45,0,166,84,0
31,0,137,84,0
73,1,183,56,0
63,0,116,30,0
54,0,98,53,0
62,1,47,16,0
34,0,101,41,0
72,1,154,70,0
23,1,151,23,0
86,1,88,94,0
39,0,168,9,0
62,1,192,6,0
23,1,42,67,0
36,1,122,5,0
32,0,73,24,0
60,0,74,80,1
73,1,145,25,0
20,1,157,100,0
44,0,176,93,0
68,1,145,38,0
64,0,116,82,1
34,1,98,8,0
62,1,44,15,0
67,0,119,51,1
81,1,135,27,0
26,0,151,70,0
46,1,172,79,0
86,0,23,89,0
19,0,23,72,0
39,0,30,40,0
48,0,159,80,0
68,1,98,32,0
41,1,178,32,0
48,1,60,32,0
82,0,77,94,0
42,0,139,73,0
65,1,162,31,0
77,1,58,87,0
32,0,127,30,0
83,0,81,26,0
46,1,105,39,0
71,0,63,98,0
36,1,167,63,0
42,1,154,47,0
19,1,47,39,0
29,0,190,83,0
32,0,84,68,0
45,0,115,68,0
84,0,64,53,0
67,1,159,30,0
83,1,178,54,0
30,1,183,33,0
70,1,149,68,0
40,0,40,15,1
21,1,24,42,0
74,0,139,39,0
46,0,58,44,0
40,1,174,69,0
75,0,99,73,0
28,1,38,53,1
43,1,150,37,0
61,1,87,75,0
35,1,130,30,0
43,1,113,11,0
83,1,101,51,0
85,1,64,46,0
18,1,187,69,0
77,1,193,11,0
76,0,71,3,0
56,0,116,70,0
87,1,97,25,0
80,1,169,31,0
54,1,159,66,0
80,1,173,21,0
33,1,191,62,0
71,0,34,42,0
63,1,104,75,0
39,1,120,48,1
63,0,94,29,0
31,1,74,65,0
19,0,159,36,0
74,0,54,34,0
64,1,96,68,0
33,1,197,34,0
84,0,124,91,0
60,1,92,11,0
36,1,75,22,0
19,1,48,45,0
75,1,21,13,0
45,1,131,17,1
27,1,99,4,0
80,1,103,40,0
59,0,196,65,0
54,0,168,21,0
89,1,26,90,0
49,1,137,81,0
90,0,99,57,0
90,1,38,83,0
64,1,123,11,1
77,1,153,75,0
51,1,165,51,0
66,1,118,40,0
45,1,118,48,1
26,0,158,74,0
39,1,163,96,0
82,1,27,78,0
40,0,97,4,0
84,1,76,14,0
29,1,58,16,0
32,0,28,13,0
43,1,119,7,0
64,0,124,24,1
83,1,162,6,0
68,0,89,80,0
89,0,189,29,0
32,0,66,80,0
62,1,188,29,0
27,1,29,77,1
32,1,28,62,0
89,0,163,57,0
31,1,28,94,0
64,0,69,10,0
47,0,107,36,0
21,1,154,41,0
77,0,64,56,0
29,0,88,60,0
24,1,33,2,0
22,1,184,31,0
80,1,22,23,0
51,0,125,60,0
55,0,28,47,0
77,0,182,5,0
56,0,36,44,0
76,1,192,2,0
48,1,164,3,0
62,1,74,85,1
52,0,140,11,0
50,0,60,21,1
57,1,197,63,0
36,0,85,41,0
86,0,139,47,0
40,0,87,74,0
33,1,118,60,0
21,0,87,100,0
90,1,38,44,0
44,1,155,20,0
86,1,81,55,0
29,0,113,81,1
82,0,179,69,0
21,1,23,52,1
29,0,163,92,0
64,1,76,86,1
43,0,161,17,0
46,1,21,24,1
61,1,140,80,0
57,0,106,23,0
89,1,182,45,0
22,0,86,85,0
19,1,21,93,0
88,0,115,37,0
64,0,158,89,0
51,1,110,83,1
34,1,48,66,0
43,0,191,14,0
67,1,156,30,0
80,1,148,56,0
69,1,155,35,0
90,0,131,77,0
41,0,178,35,0
85,1,107,97,0
18,1,80,94,0
64,0,193,17,0
39,1,79,40,0
77,1,35,15,0
74,1,115,64,0
35,0,186,61,0
55,0,98,57,0
89,1,132,81,0
69,1,78,28,0
37,1,64,38,0
87,1,199,37,0
51,0,97,49,0
49,1,53,28,0
31,0,200,20,0
86,1,77,46,0
51,1,150,84,0
68,1,197,18,0
30,1,150,5,0
43,0,132,27,0
39,1,78,76,1
31,1,106,95,0
57,1,21,14,0
44,0,136,7,0
23,1,139,52,0
37,0,96,45,0
67,0,36,41,0
65,1,175,2,0
53,1,143,50,0
74,1,188,54,0
67,1,26,68,0
69,0,126,93,0
34,1,178,54,0
23,0,23,43,1
67,0,184,100,0
80,1,168,97,0
71,0,134,90,0
59,1,30,97,0
68,0,170,68,0
38,0,50,26,0
79,0,166,67,0
23,0,59,30,0
35,0,160,44,0
68,1,172,10,0
79,0,94,57,0
85,1,48,18,0
19,1,146,53,0
22,0,34,82,1
90,0,153,41,0
25,0,148,85,0
51,1,137,35,0
84,1,142,76,0
85,0,152,53,0
29,0,155,82,0
47,0,69,19,1
66,0,173,95,0
68,1,126,42,1
53,0,186,88,0
85,0,183,12,0
63,1,145,65,0
20,1,164,20,0
31,0,30,33,0
55,1,156,10,0
55,0,48,6,0
38,1,22,8,0
21,0,93,52,0
53,1,85,27,0
68,0,60,35,0
56,0,74,33,0
39,1,86,48,0
77,0,113,47,0
33,0,66,55,0
21,1,112,69,0
75,0,134,35,0
18,1,105,9,0
63,0,77,63,0
75,1,80,48,0
28,0,47,82,0
67,0,57,72,0
29,1,106,13,0
28,1,176,37,0
59,0,165,93,0
56,0,64,100,0
44,1,106,42,0
80,0,158,53,0
73,0,40,60,0
61,0,173,48,0
67,1,67,30,0
55,1,153,12,0
35,0,56,9,0
48,0,190,67,0
32,1,168,80,0
27,0,79,27,1
61,1,78,18,1
38,1,138,78,0
38,0,48,9,0
45,0,185,25,0
86,0,105,79,0
43,0,163,27,0
58,1,56,98,0
90,0,184,45,0
81,0,143,59,0
74,0,180,2,0
76,0,104,46,0
39,0,45,52,0
48,0,109,80,1
70,1,149,95,0
31,0,46,39,0
30,1,187,34,0
43,1,63,63,0
58,0,103,26,0
80,0,150,39,0
58,0,28,27,0
81,1,194,32,0
40,0,86,30,0
88,1,57,24,0
46,0,191,8,0
74,0,196,74,0
24,0,65,56,1
56,0,32,2,0
44,1,176,55,0
85,1,196,45,0
59,0,148,19,0
38,1,94,39,0
54,0,199,90,0
70,1,55,11,0
29,1,93,29,0
21,0,121,49,1
52,0,116,98,0
30,1,197,74,0
82,1,29,5,0
34,1,35,65,0
62,1,58,73,0
41,1,102,67,0
72,1,110,18,0
44,0,141,66,0
42,0,52,38,0
90,0,128,31,0
50,1,60,13,0
73,0,42,34,0
55,1,90,92,0
44,0,127,58,1
21,1,160,29,0
43,0,189,39,0
59,1,28,63,0
67,0,165,6,0
50,0,57,94,0
32,1,133,22,0
89,0,128,40,0
74,0,23,87,0
82,1,135,11,0
78,0,48,47,0
21,0,82,90,0
21,1,39,27,0
87,1,24,41,0
54,0,88,75,0
77,1,92,72,0
61,1,137,50,0
60,1,49,15,0
49,1,105,50,0
21,1,130,51,1
18,0,59,38,0
82,1,41,89,0
88,0,196,70,0
47,0,89,45,0
63,0,171,25,0
53,0,148,64,0
38,1,86,88,0
47,1,109,61,0
35,1,65,29,0
55,0,100,79,0
19,0,199,84,0
48,0,46,94,0
22,1,198,15,0
72,1,32,92,0
88,1,198,53,0
84,0,49,39,0
41,1,114,37,0
29,0,196,100,0
29,0,148,75,0
70,0,119,90,0
53,0,163,93,0
38,0,138,89,0
39,1,112,53,1
65,0,109,68,0
74,0,155,85,0
56,0,170,31,0
54,1,146,6,0
36,0,169,55,0
67,0,79,88,0
84,1,156,79,0
65,1,55,34,0
65,0,106,41,0
48,1,195,45,0
45,1,81,99,0
27,1,71,54,1
80,1,61,37,0
79,0,91,31,0
55,0,115,84,0
65,0,146,25,0
52,1,188,91,0
64,1,172,23,0
25,0,100,92,0
86,0,55,39,0
22,0,34,15,1
53,0,168,39,0
76,0,176,64,0
58,0,73,7,0
41,0,96,28,0
26,1,166,91,0
42,0,68,8,0
40,0,81,89,0
71,0,25,23,1
20,0,60,35,0
43,1,107,87,0
65,0,20,74,1
79,1,92,3,0
82,1,146,51,0
30,0,154,7,0
71,0,94,78,0
84,1,108,62,0
69,1,191,66,0
87,0,86,73,0
82,0,185,51,0
85,1,94,88,0
34,0,28,71,0
60,0,173,37,0
33,1,149,40,0
52,0,36,66,0
80,0,85,100,0
20,0,100,17,0
46,1,57,100,0
47,1,58,2,0
68,0,38,67,0
31,1,195,68,0
70,0,71,28,1
57,0,175,19,0
58,0,194,46,0
43,0,29,32,0
65,1,89,94,0
30,0,184,20,0
57,1,128,39,0
48,0,40,62,0
66,0,100,95,0
40,1,39,14,0
59,0,39,49,0
47,1,75,73,1
39,1,36,31,0
55,0,132,41,0
67,1,165,85,0
20,1,98,92,0
85,0,161,9,0
85,0,120,93,0
51,1,159,19,0
59,1,200,8,0
60,1,47,96,0
79,1,181,81,0
38,1,88,94,0
42,0,155,100,0
70,0,81,61,0
31,1,146,46,0
54,1,191,97,0
34,1,147,28,0
53,0,105,97,0
45,1,79,21,1
58,0,59,93,0
61,0,196,100,0
64,0,67,82,1
53,1,86,72,0
32,1,173,58,0
25,0,133,82,1
57,1,141,93,0
77,0,78,62,0
90,0,187,41,0
67,1,166,32,0
27,0,85,48,0
49,1,133,36,0
63,0,32,68,0
88,0,187,18,0
77,1,46,50,0
90,1,188,74,0
46,0,110,11,0
77,0,105,6,0
52,0,23,12,0
74,0,33,19,1
65,1,36,16,1
82,0,49,20,0
38,1,129,4,0
45,0,197,52,0
53,1,130,75,0
63,0,171,40,0
23,0,159,43,0
88,0,47,80,0
38,1,96,95,0
19,1,154,87,0
44,1,178,9,0
35,1,179,67,0
42,0,62,47,1
24,0,65,14,1
44,1,180,73,0
63,0,78,7,0
40,1,116,44,1
88,1,34,20,0
47,1,119,15,1
52,0,84,88,0
68,1,190,22,0
58,0,24,92,0
20,0,155,63,0
67,1,142,5,0
59,0,48,89,0
72,0,168,42,0
26,0,117,79,1
48,1,101,46,0
87,1,66,47,0
54,1,98,47,0
26,0,176,96,0
67,0,181,17,0
66,1,68,12,1
57,1,134,32,0
35,0,73,10,0
78,1,159,87,0
60,1,199,77,0
55,0,22,79,0
86,1,189,51,0
48,1,187,10,0
58,1,36,93,0
77,0,72,64,0
53,0,94,63,0
87,1,20,83,0
25,0,93,13,0
56,0,108,30,0
36,0,141,20,0
83,0,100,97,0
22,0,68,44,1
90,0,155,74,0
33,0,136,98,0
50,0,122,39,0
47,1,101,46,0
87,0,77,47,0
63,0,64,7,0
29,0,21,24,1
37,1,25,9,0
64,1,49,56,0
27,1,173,54,0
56,0,47,49,0
72,0,42,61,0
88,1,111,16,0
20,0,194,17,0
63,0,79,43,1
35,1,195,37,0
90,1,48,72,0
31,1,34,50,0
22,0,63,85,1
42,0,148,41,0
57,0,190,73,0
84,0,167,28,0
56,0,102,20,0
57,1,56,40,0
88,1,44,93,0
19,1,31,61,0
81,1,174,95,0
79,1,30,41,0
57,1,154,3,0
20,0,73,77,1
88,0,173,14,0
44,0,195,40,0
34,0,176,2,0
47,1,35,77,1
71,0,90,100,0
79,0,105,37,0
47,0,25,25,1
27,1,106,6,0
82,1,154,30,0
36,0,136,69,0
43,1,195,51,0
73,0,89,94,0
35,0,45,60,0
29,1,147,4,0
45,1,84,22,1
87,0,151,38,0
63,1,62,88,0
58,1,66,53,0
72,1,76,22,1
51,1,88,32,0
61,0,125,80,1
47,1,172,91,0
54,1,154,3,0
72,1,46,71,0
24,0,156,68,0
21,1,43,97,0
41,1,99,14,0
90,0,114,47,0
54,1,34,44,0
87,0,161,73,0
85,0,151,49,0
61,1,31,13,1
21,1,187,73,0
30,0,42,1,0
71,0,95,54,0
29,0,181,63,0
84,1,87,28,0
30,1,113,60,0
80,0,155,96,0
25,0,52,90,0
45,0,170,42,0
59,1,44,40,0
78,0,159,76,0
71,0,69,39,0
76,0,25,68,0
75,1,140,82,0
58,1,21,50,0
77,1,22,74,0
37,0,85,49,0
27,0,180,93,0
24,1,193,22,0
75,1,129,57,0
30,0,87,31,0
58,0,86,67,0
57,1,73,33,0
56,1,115,84,0
80,1,51,52,0
46,1,33,64,0
40,1,149,26,0
60,0,84,31,0
55,0,130,61,0
25,1,95,75,0
34,0,67,79,0
87,1,177,15,0
61,1,159,43,0
20,1,188,58,0
48,0,111,28,0
36,0,78,8,0
68,0,99,67,0
55,0,73,34,0
69,0,130,79,1
59,0,170,7,0
72,0,25,62,0
40,0,56,71,0
65,1,69,6,0
84,0,57,17,0
57,0,95,6,0
73,1,106,82,0
35,1,43,90,0
18,1,47,8,0
26,0,25,72,1
30,0,57,77,0
65,1,150,6,0
55,0,181,98,0
42,1,24,42,1
82,1,199,67,0
88,1,113,52,0
65,0,152,52,0
55,0,138,84,0
90,0,27,31,0
21,1,102,90,0
56,0,31,29,0
36,0,68,79,1
45,0,30,99,0
40,1,45,30,0
77,1,101,35,0
26,1,72,65,0
20,0,115,35,0
31,1,124,77,0
22,1,136,37,0
64,0,143,86,0
32,1,188,68,0
76,0,113,22,0
78,1,45,75,0
65,1,158,24,0
73,0,71,61,0
80,0,114,19,0
20,1,101,46,0
63,0,141,71,0
55,0,122,42,0
32,1,93,88,0
73,1,49,18,0
39,0,108,41,0
49,0,23,37,0
34,1,132,26,0
43,0,172,61,0
37,1,192,30,0
59,1,79,54,0
51,0,188,76,0
62,0,99,48,0
19,1,138,38,0
73,1,120,88,0
56,1,162,91,0
38,0,88,72,0
50,0,186,38,0
55,0,108,47,0
46,1,185,40,0
30,1,91,2,0
37,1,166,24,0
73,0,74,80,1
90,1,196,69,0
51,1,172,59,0
76,0,162,34,0
51,0,67,98,0
63,1,73,94,0
40,1,133,50,0
59,0,61,96,0
27,1,157,43,0
39,0,170,32,0
88,1,128,43,0
34,0,198,2,0
27,0,182,76,0
30,0,166,44,0
69,0,22,28,0
41,0,33,41,0
74,1,128,29,0
68,0,189,67,0
62,0,42,62,0
66,1,122,57,1
59,0,108,5,0
25,0,123,90,0
72,1,84,85,0
45,0,124,59,1
38,0,135,61,0
18,1,170,32,0
67,1,171,67,0
45,0,75,56,1
26,1,187,51,0
69,1,40,5,0
81,1,102,100,0
52,0,194,5,0
42,1,84,13,0
19,0,87,72,0
30,1,80,91,0
54,0,111,46,0
72,1,117,89,0
76,0,105,52,0
37,1,109,86,0
77,0,45,89,0
79,1,114,15,0
42,0,121,91,0
21,1,198,62,0
31,1,130,64,0
58,1,169,98,0
40,0,196,7,0
76,1,139,67,0
88,0,89,48,0
66,0,116,13,1
61,0,26,47,1
85,1,85,74,0
31,0,194,80,0
41,0,68,27,1
28,0,91,80,0
86,0,98,41,0
87,0,104,27,0
24,0,167,53,0
79,0,138,57,0
75,1,132,6,0
27,0,136,100,0
47,1,63,40,0
83,0,94,6,0
40,1,160,61,0
65,1,79,26,1
48,1,30,95,0
49,1,183,5,0
35,1,142,19,0
67,0,52,56,0
75,1,69,87,0
88,1,149,97,0
84,1,183,64,0
72,0,100,57,0
87,0,82,60,0
80,0,102,56,0
75,0,97,79,0
24,1,52,100,0
34,0,38,54,0
35,0,147,40,0
60,1,43,48,0
33,0,137,5,0
72,0,66,96,0
46,0,181,25,0
27,0,150,42,0
90,1,141,2,0
63,0,80,8,0
35,1,169,31,0
34,1,101,59,0
36,0,64,85,0
55,1,44,31,0
20,0,61,78,1
47,1,42,83,1
48,1,79,2,0
29,0,86,18,0
55,1,171,29,0
38,0,112,41,0
22,1,28,24,1
48,1,125,100,0
67,1,134,99,0
20,0,190,69,0
58,0,171,81,0
66,1,124,63,0
34,1,142,26,0
43,1,158,92,0
88,0,36,40,0
50,0,47,80,0
90,1,117,5,0
81,1,150,53,0
70,1,40,88,0
79,0,134,96,0
18,0,167,8,0
36,0,189,76,0
77,0,103,62,0
24,1,53,34,0
42,1,126,76,1
45,0,128,67,0
58,0,196,2,0
75,0,137,72,0
80,0,59,72,0
65,1,168,87,0
53,1,123,27,0
85,0,76,72,0
84,0,69,59,0
37,0,73,6,0
83,1,166,34,0
62,0,177,26,0
35,0,53,48,0
19,1,26,27,1
26,0,70,63,0
18,1,185,58,0
60,0,28,54,1
29,1,28,66,0
68,1,73,94,0
57,1,119,77,0
27,1,177,42,0
61,1,103,99,0
37,1,96,41,0
71,0,182,29,0
66,1,175,17,0
76,1,36,90,0
25,1,144,73,0
25,0,45,66,0
57,1,175,97,0
64,1,67,55,1
43,0,54,28,0
86,1,22,100,0
65,1,24,42,1
75,1,23,89,0
22,0,115,95,0
53,0,74,73,0
40,0,41,85,0
40,0,116,70,0
40,1,122,86,1
37,0,79,48,0
47,0,52,84,0
39,0,112,91,0
89,0,107,82,0
65,1,141,5,0
